idea,nisza,bucket,narzedzie,archetyp,plausible,score
randomizer grupowy dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,randomizer grupowy,randomizer,0,0
koło wyboru dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,koło wyboru,randomizer,0,0
kalkulator podziału dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,kalkulator podziału,splitter,0,0
splitter kosztów/majątku dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,splitter kosztów/majątku,splitter,0,0
rozliczenie grupowe dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,rozliczenie grupowe,splitter,0,0
podział równościowy dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,podział równościowy,splitter,0,0
kalkulator wyrównań dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,kalkulator wyrównań,splitter,0,0
kalkulator rozmiaru/ilości dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,kalkulator rozmiaru/ilości,sizing,1,14
kalkulator metrażu dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,kalkulator metrażu,sizing,1,14
przelicznik zapotrzebowania dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,przelicznik zapotrzebowania,sizing,1,14
kalkulator porcji dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,kalkulator porcji,sizing,1,14
kalkulator wymiarów dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,kalkulator wymiarów,sizing,1,14
rotacja/planer cykliczny dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,rotacja/planer cykliczny,rotation,1,13
układacz harmonogramu dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,układacz harmonogramu,rotation,1,13
plan rotacji dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,plan rotacji,rotation,1,13
grafik powtarzalny dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,grafik powtarzalny,rotation,1,13
rozkład tygodniowy dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,rozkład tygodniowy,rotation,1,13
dziennik branżowy dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,dziennik branżowy,logbook,1,12
logbook sesji dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,logbook sesji,logbook,1,12
rejestr inspekcji dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,rejestr inspekcji,logbook,1,12
karta klienta dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,karta klienta,logbook,1,12
historia serwisowa dla: higienistki stomatologiczne,higienistki stomatologiczne,prof,historia serwisowa,logbook,1,12
tabela referencyjna dla: technicy weterynarii,technicy weterynarii,prof,tabela referencyjna,reference,1,14
ściąga norm/parametrów dla: technicy weterynarii,technicy weterynarii,prof,ściąga norm/parametrów,reference,1,14
lookup specyfikacji dla: technicy weterynarii,technicy weterynarii,prof,lookup specyfikacji,reference,1,14
podręczna baza wiedzy dla: technicy weterynarii,technicy weterynarii,prof,podręczna baza wiedzy,reference,1,14
tabela porównawcza dla: technicy weterynarii,technicy weterynarii,prof,tabela porównawcza,reference,1,14
kalkulator dawkowania dla: technicy weterynarii,technicy weterynarii,prof,kalkulator dawkowania,dosage,1,15
kalkulator proporcji mieszanki dla: technicy weterynarii,technicy weterynarii,prof,kalkulator proporcji mieszanki,dosage,1,15
kalkulator stężeń dla: technicy weterynarii,technicy weterynarii,prof,kalkulator stężeń,dosage,1,15
przelicznik receptury dla: technicy weterynarii,technicy weterynarii,prof,przelicznik receptury,dosage,1,15
kalkulator składników dla: technicy weterynarii,technicy weterynarii,prof,kalkulator składników,dosage,1,15
kalkulator kosztów dla: technicy weterynarii,technicy weterynarii,prof,kalkulator kosztów,calculator,1,14
kalkulator materiałów dla: technicy weterynarii,technicy weterynarii,prof,kalkulator materiałów,calculator,1,14
kalkulator opłacalności dla: technicy weterynarii,technicy weterynarii,prof,kalkulator opłacalności,calculator,1,14
kalkulator zużycia dla: technicy weterynarii,technicy weterynarii,prof,kalkulator zużycia,calculator,1,14
kalkulator czasu dla: technicy weterynarii,technicy weterynarii,prof,kalkulator czasu,calculator,1,14
konwerter jednostek dla: technicy weterynarii,technicy weterynarii,prof,konwerter jednostek,converter,1,13
przelicznik miar dla: technicy weterynarii,technicy weterynarii,prof,przelicznik miar,converter,1,13
konwerter formatów dla: technicy weterynarii,technicy weterynarii,prof,konwerter formatów,converter,1,13
przelicznik walut-stały dla: technicy weterynarii,technicy weterynarii,prof,przelicznik walut-stały,converter,1,13
konwerter rozmiarów dla: technicy weterynarii,technicy weterynarii,prof,konwerter rozmiarów,converter,1,13
kosztorys/wycena dla: technicy weterynarii,technicy weterynarii,prof,kosztorys/wycena,estimator,1,13
szacowanie nakładu dla: technicy weterynarii,technicy weterynarii,prof,szacowanie nakładu,estimator,1,13
kalkulator oferty dla: technicy weterynarii,technicy weterynarii,prof,kalkulator oferty,estimator,1,13
wycena na papierze dla: technicy weterynarii,technicy weterynarii,prof,wycena na papierze,estimator,1,13
estymacja czasu robót dla: technicy weterynarii,technicy weterynarii,prof,estymacja czasu robót,estimator,1,13
tracker postępu dla: technicy weterynarii,technicy weterynarii,prof,tracker postępu,tracker,1,12
monitor nawyku dla: technicy weterynarii,technicy weterynarii,prof,monitor nawyku,tracker,1,12
śledzenie wyników dla: technicy weterynarii,technicy weterynarii,prof,śledzenie wyników,tracker,1,12
tracker pomiarów dla: technicy weterynarii,technicy weterynarii,prof,tracker pomiarów,tracker,1,12
licznik serii dla: technicy weterynarii,technicy weterynarii,prof,licznik serii,tracker,1,12
dziennik objawów → PDF dla lekarza dla: technicy weterynarii,technicy weterynarii,prof,dziennik objawów → PDF dla lekarza,symptomdiary,0,0
dziennik triggerów dla: technicy weterynarii,technicy weterynarii,prof,dziennik triggerów,symptomdiary,0,0
log epizodów choroby dla: technicy weterynarii,technicy weterynarii,prof,log epizodów choroby,symptomdiary,0,0
dziennik diety i reakcji dla: technicy weterynarii,technicy weterynarii,prof,dziennik diety i reakcji,symptomdiary,0,0
raport dla specjalisty dla: technicy weterynarii,technicy weterynarii,prof,raport dla specjalisty,symptomdiary,0,0
dziennik aktywności dla: technicy weterynarii,technicy weterynarii,prof,dziennik aktywności,log,1,11
log zdarzeń dla: technicy weterynarii,technicy weterynarii,prof,log zdarzeń,log,1,11
rejestr czynności dla: technicy weterynarii,technicy weterynarii,prof,rejestr czynności,log,1,11
notatnik tematyczny dla: technicy weterynarii,technicy weterynarii,prof,notatnik tematyczny,log,1,11
kronika dla: technicy weterynarii,technicy weterynarii,prof,kronika,log,1,11
katalog kolekcji dla: technicy weterynarii,technicy weterynarii,prof,katalog kolekcji,inventory,1,11
ewidencja zasobów dla: technicy weterynarii,technicy weterynarii,prof,ewidencja zasobów,inventory,1,11
inwentarz wyposażenia dla: technicy weterynarii,technicy weterynarii,prof,inwentarz wyposażenia,inventory,1,11
baza sprzętu dla: technicy weterynarii,technicy weterynarii,prof,baza sprzętu,inventory,1,11
spis zbiorów dla: technicy weterynarii,technicy weterynarii,prof,spis zbiorów,inventory,1,11
lista kontrolna dla: technicy weterynarii,technicy weterynarii,prof,lista kontrolna,checklist,1,13
checklist inspekcji dla: technicy weterynarii,technicy weterynarii,prof,checklist inspekcji,checklist,1,13
protokół odbioru dla: technicy weterynarii,technicy weterynarii,prof,protokół odbioru,checklist,1,13
lista BHP dla: technicy weterynarii,technicy weterynarii,prof,lista BHP,checklist,1,13
karta kontroli jakości dla: technicy weterynarii,technicy weterynarii,prof,karta kontroli jakości,checklist,1,13
planer projektu dla: technicy weterynarii,technicy weterynarii,prof,planer projektu,planner,1,11
plan krok-po-kroku dla: technicy weterynarii,technicy weterynarii,prof,plan krok-po-kroku,planner,1,11
organizator zadań dla: technicy weterynarii,technicy weterynarii,prof,organizator zadań,planner,1,11
planer wydarzenia dla: technicy weterynarii,technicy weterynarii,prof,planer wydarzenia,planner,1,11
harmonogram przygotowań dla: technicy weterynarii,technicy weterynarii,prof,harmonogram przygotowań,planner,1,11
tracker terminów ważności dla: technicy weterynarii,technicy weterynarii,prof,tracker terminów ważności,expiry,1,14
alert wygasania uprawnień dla: technicy weterynarii,technicy weterynarii,prof,alert wygasania uprawnień,expiry,1,14
przypominacz przeglądów dla: technicy weterynarii,technicy weterynarii,prof,przypominacz przeglądów,expiry,1,14
monitor dat odnowień dla: technicy weterynarii,technicy weterynarii,prof,monitor dat odnowień,expiry,1,14
kalendarz obowiązków dla: technicy weterynarii,technicy weterynarii,prof,kalendarz obowiązków,expiry,1,14
cennik usług dla: technicy weterynarii,technicy weterynarii,prof,cennik usług,pricebook,1,11
książka cen dla: technicy weterynarii,technicy weterynarii,prof,książka cen,pricebook,1,11
kalkulator marży dla: technicy weterynarii,technicy weterynarii,prof,kalkulator marży,pricebook,1,11
tabela stawek dla: technicy weterynarii,technicy weterynarii,prof,tabela stawek,pricebook,1,11
kosztorys materiałowy dla: technicy weterynarii,technicy weterynarii,prof,kosztorys materiałowy,pricebook,1,11
fiszki/drill nauki dla: technicy weterynarii,technicy weterynarii,prof,fiszki/drill nauki,flashcard,1,14
generator ćwiczeń dla: technicy weterynarii,technicy weterynarii,prof,generator ćwiczeń,flashcard,1,14
trening powtórek dla: technicy weterynarii,technicy weterynarii,prof,trening powtórek,flashcard,1,14
quiz tematyczny dla: technicy weterynarii,technicy weterynarii,prof,quiz tematyczny,flashcard,1,14
karty pamięciowe dla: technicy weterynarii,technicy weterynarii,prof,karty pamięciowe,flashcard,1,14
generator dokumentu dla: technicy weterynarii,technicy weterynarii,prof,generator dokumentu,generator,1,12
generator etykiet do druku dla: technicy weterynarii,technicy weterynarii,prof,generator etykiet do druku,generator,1,12
generator certyfikatów dla: technicy weterynarii,technicy weterynarii,prof,generator certyfikatów,generator,1,12
generator planu dla: technicy weterynarii,technicy weterynarii,prof,generator planu,generator,1,12
generator listy dla: technicy weterynarii,technicy weterynarii,prof,generator listy,generator,1,12
losowanie z regułami dla: technicy weterynarii,technicy weterynarii,prof,losowanie z regułami,randomizer,0,0
picker decyzji dla: technicy weterynarii,technicy weterynarii,prof,picker decyzji,randomizer,0,0
rotacyjny wybór dla: technicy weterynarii,technicy weterynarii,prof,rotacyjny wybór,randomizer,0,0
randomizer grupowy dla: technicy weterynarii,technicy weterynarii,prof,randomizer grupowy,randomizer,0,0
koło wyboru dla: technicy weterynarii,technicy weterynarii,prof,koło wyboru,randomizer,0,0
kalkulator podziału dla: technicy weterynarii,technicy weterynarii,prof,kalkulator podziału,splitter,0,0
splitter kosztów/majątku dla: technicy weterynarii,technicy weterynarii,prof,splitter kosztów/majątku,splitter,0,0
rozliczenie grupowe dla: technicy weterynarii,technicy weterynarii,prof,rozliczenie grupowe,splitter,0,0
podział równościowy dla: technicy weterynarii,technicy weterynarii,prof,podział równościowy,splitter,0,0
kalkulator wyrównań dla: technicy weterynarii,technicy weterynarii,prof,kalkulator wyrównań,splitter,0,0
kalkulator rozmiaru/ilości dla: technicy weterynarii,technicy weterynarii,prof,kalkulator rozmiaru/ilości,sizing,1,14
kalkulator metrażu dla: technicy weterynarii,technicy weterynarii,prof,kalkulator metrażu,sizing,1,14
przelicznik zapotrzebowania dla: technicy weterynarii,technicy weterynarii,prof,przelicznik zapotrzebowania,sizing,1,14
kalkulator porcji dla: technicy weterynarii,technicy weterynarii,prof,kalkulator porcji,sizing,1,14
kalkulator wymiarów dla: technicy weterynarii,technicy weterynarii,prof,kalkulator wymiarów,sizing,1,14
rotacja/planer cykliczny dla: technicy weterynarii,technicy weterynarii,prof,rotacja/planer cykliczny,rotation,1,13
układacz harmonogramu dla: technicy weterynarii,technicy weterynarii,prof,układacz harmonogramu,rotation,1,13
plan rotacji dla: technicy weterynarii,technicy weterynarii,prof,plan rotacji,rotation,1,13
grafik powtarzalny dla: technicy weterynarii,technicy weterynarii,prof,grafik powtarzalny,rotation,1,13
rozkład tygodniowy dla: technicy weterynarii,technicy weterynarii,prof,rozkład tygodniowy,rotation,1,13
dziennik branżowy dla: technicy weterynarii,technicy weterynarii,prof,dziennik branżowy,logbook,1,12
logbook sesji dla: technicy weterynarii,technicy weterynarii,prof,logbook sesji,logbook,1,12
rejestr inspekcji dla: technicy weterynarii,technicy weterynarii,prof,rejestr inspekcji,logbook,1,12
karta klienta dla: technicy weterynarii,technicy weterynarii,prof,karta klienta,logbook,1,12
historia serwisowa dla: technicy weterynarii,technicy weterynarii,prof,historia serwisowa,logbook,1,12
tabela referencyjna dla: nauczyciele,nauczyciele,prof,tabela referencyjna,reference,1,14
ściąga norm/parametrów dla: nauczyciele,nauczyciele,prof,ściąga norm/parametrów,reference,1,14
lookup specyfikacji dla: nauczyciele,nauczyciele,prof,lookup specyfikacji,reference,1,14
podręczna baza wiedzy dla: nauczyciele,nauczyciele,prof,podręczna baza wiedzy,reference,1,14
tabela porównawcza dla: nauczyciele,nauczyciele,prof,tabela porównawcza,reference,1,14
kalkulator dawkowania dla: nauczyciele,nauczyciele,prof,kalkulator dawkowania,dosage,1,15
kalkulator proporcji mieszanki dla: nauczyciele,nauczyciele,prof,kalkulator proporcji mieszanki,dosage,1,15
kalkulator stężeń dla: nauczyciele,nauczyciele,prof,kalkulator stężeń,dosage,1,15
przelicznik receptury dla: nauczyciele,nauczyciele,prof,przelicznik receptury,dosage,1,15
kalkulator składników dla: nauczyciele,nauczyciele,prof,kalkulator składników,dosage,1,15
kalkulator kosztów dla: nauczyciele,nauczyciele,prof,kalkulator kosztów,calculator,1,14
kalkulator materiałów dla: nauczyciele,nauczyciele,prof,kalkulator materiałów,calculator,1,14
kalkulator opłacalności dla: nauczyciele,nauczyciele,prof,kalkulator opłacalności,calculator,1,14
kalkulator zużycia dla: nauczyciele,nauczyciele,prof,kalkulator zużycia,calculator,1,14
kalkulator czasu dla: nauczyciele,nauczyciele,prof,kalkulator czasu,calculator,1,14
konwerter jednostek dla: nauczyciele,nauczyciele,prof,konwerter jednostek,converter,1,13
przelicznik miar dla: nauczyciele,nauczyciele,prof,przelicznik miar,converter,1,13
konwerter formatów dla: nauczyciele,nauczyciele,prof,konwerter formatów,converter,1,13
przelicznik walut-stały dla: nauczyciele,nauczyciele,prof,przelicznik walut-stały,converter,1,13
konwerter rozmiarów dla: nauczyciele,nauczyciele,prof,konwerter rozmiarów,converter,1,13
kosztorys/wycena dla: nauczyciele,nauczyciele,prof,kosztorys/wycena,estimator,1,13
szacowanie nakładu dla: nauczyciele,nauczyciele,prof,szacowanie nakładu,estimator,1,13
kalkulator oferty dla: nauczyciele,nauczyciele,prof,kalkulator oferty,estimator,1,13
wycena na papierze dla: nauczyciele,nauczyciele,prof,wycena na papierze,estimator,1,13
estymacja czasu robót dla: nauczyciele,nauczyciele,prof,estymacja czasu robót,estimator,1,13
tracker postępu dla: nauczyciele,nauczyciele,prof,tracker postępu,tracker,1,12
monitor nawyku dla: nauczyciele,nauczyciele,prof,monitor nawyku,tracker,1,12
